yt_video_id,segment_index,playlist_id,conference_key,panel_title,case,kind,start_seconds,end_seconds,speaker_raw,person_key,country,affiliation,talk_title,title_autogenerated,agenda_json,chapters_json,source,upgrade_candidate,needs_review,notes,final_action,reviewer
iPvcEYcJQ9A,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Natalja Witrenko – Eine konstruktive Alternative zur gegenwärtigen Weltordnung",,,,"Natalja Witrenko – Eine konstruktive Alternative zur gegenwärtigen Weltordnung",0,"[{""speaker_raw"":""Rede von Dr. Natalja Witrenko, Wirtschaftswissenschaftlerin & Vorsitzende der Progressiven Sozialistischen Partei der Ukraine, Kiew, Ukraine."",""person_key"":""rede-von-dr-natalja-witrenko"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
JEg0Uzl7zwM,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Natalia Vitrenko – Une alternative constructive à l'ordre mondial actuel …",,,,"Natalia Vitrenko – Une alternative constructive à l'ordre mondial actuel …",0,"[{""speaker_raw"":""Discours par Natalia Vitrenko, Économiste, Présidente du Parti Socialiste Progressiste d'Ukraine, Kiev, Ukraine."",""person_key"":""discours-par-natalia-vitrenko"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
4Ns9g1_rN78,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Джейшри Сенгупта: БРИКС и новый международный мировой порядок",,,,"Джейшри Сенгупта: БРИКС и новый международный мировой порядок",0,"[{""speaker_raw"":""Джейшри Сенгупта, старший научный сотрудник, Аналитический исследовательский фонд, Нью-Дели, Индия"",""person_key"":""e-p-ce-y-a"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
7rNUQxbb4eA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Jayshree Sengupta – BRICS und die neue internationale Weltordnung",,,,"Jayshree Sengupta – BRICS und die neue internationale Weltordnung",0,"[{""speaker_raw"":""Rede von Jayshree Sengupta, Senior Fellow, Observer Research Foundation, Neu Delhi, Indien."",""person_key"":""rede-von-jayshree-sengupta"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
VP3vtHJ_gBI,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Jayshree Sengupta – Les BRICS et le nouvel ordre international",,,,"Jayshree Sengupta – Les BRICS et le nouvel ordre international",0,"[{""speaker_raw"":""Discours par Jayshree Sengupta, Membre Honoraire, Observer Research Foundation, New Delhi, Inde."",""person_key"":""discours-par-jayshree-sengupta"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
3BsbCBKqM3M,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Д-р Фатиме Хашеми: Роль Ирана в стратегии Нового шёлкового пути в третьем тысячелетии",,,,"Д-р Фатиме Хашеми: Роль Ирана в стратегии Нового шёлкового пути в третьем тысячелетии",0,"[{""speaker_raw"":""Д-р Фатиме Хашеми, президент Ассоциации солидарности женщин Ирана, Тегеран, Исламская республика Иран"",""person_key"":""p-a-e-xa-e"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
P5xQqzBjcXE,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Dr. Fatemeh Hashemi Rafsanjani - Irans Rolle in der Strategie der Neuen Seidenstraße",,,,"Dr. Fatemeh Hashemi Rafsanjani - Irans Rolle in der Strategie der Neuen Seidenstraße",0,,,none,0,1,"no marks, no agenda",,
8L2r29mre8s,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Dr Fatemeh Hashemi Rafsanjani - Le rôle de l'Iran dans la stratégie de la Nouvelle Route de la Soie",,,,"Dr Fatemeh Hashemi Rafsanjani - Le rôle de l'Iran dans la stratégie de la Nouvelle Route de la Soie",0,,,none,0,1,"no marks, no agenda",,
6Eavv_N4GdA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Dr. Fatemeh Hashemi Rafsanjani - Iran’s Role in the New Silk Road Strategy in the Third Millennium",,,,"Dr. Fatemeh Hashemi Rafsanjani - Iran’s Role in the New Silk Road Strategy in the Third Millennium",0,,,none,0,1,"no marks, no agenda",,
_njR--iWnFw,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Али Растбеен: Концепция будущего Евразии",,,,"Али Растбеен: Концепция будущего Евразии",0,"[{""speaker_raw"":""Али Растбеен, основатель и президент Парижской академии геополитики, Париж, Франция"",""person_key"":""a-pac-ee"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
h5hmr2NB41Q,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Ali Rastbeen – Eine Vision für die Zukunft Eurasiens",,,,"Ali Rastbeen – Eine Vision für die Zukunft Eurasiens",0,"[{""speaker_raw"":""Rede von Ali Rastbeen, Gründer und Präsident der Paris Academy"",""person_key"":""rede-von-ali-rastbeen"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
DlkoAVQJ52Y,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Ali Rastbeen – Une vision pour le futur de l'Eurasie",,,,"Ali Rastbeen – Une vision pour le futur de l'Eurasie",0,"[{""speaker_raw"":""Discours par Ali Rastbeen, Fondateur et Président de l'Académie de Géopolitique de Paris, Paris, France."",""person_key"":""discours-par-ali-rastbeen"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
CjuvQ8xhjJo,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Prof. Dr. Dieter Ameling – The Role of Steel in the New Silk Road",,,,"Prof. Dr. Dieter Ameling – The Role of Steel in the New Silk Road",0,,,none,0,1,"no marks, no agenda",,
nSXBwHQ4Yi0,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Panos Kammenos – Greece and the New Silk Road Perspective",,,,"Panos Kammenos – Greece and the New Silk Road Perspective",0,"[{""speaker_raw"":""Address by Panos Kammenos, Chairman of the Independent Greeks, Member of Hellenic Parliament, Athens, Greece"",""person_key"":""address-by-panos-kammenos"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
IGDeRSYs00s,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Robert Barwick – Which Way Australia? To Hell with London and Wall Street, or ...?",,,,"Robert Barwick – Which Way Australia? To Hell with London and Wall Street, or ...?",0,,,none,0,1,"no marks, no agenda",,
mJzSeaa2VRk,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Robert Barwick – L’Australie préfère aller au paradis avec les BRICS",,,,"Robert Barwick – L’Australie préfère aller au paradis avec les BRICS",0,"[{""speaker_raw"":""Discours par Robert Barwick, Citizens Electoral Council CEC, Australie."",""person_key"":""discours-par-robert-barwick"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
9-FeKQQO3Io,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Robert Barwick – Wohin Australien? Mit London und der Wall Street zur Hölle oder ...?",,,,"Robert Barwick – Wohin Australien? Mit London und der Wall Street zur Hölle oder ...?",0,"[{""speaker_raw"":""Rede von Robert Barwick, Citizens Electoral Council CEC, Australien."",""person_key"":""rede-von-robert-barwick"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
kZC6IlpO0JU,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Роберт Барвик - В ад с Лондоном и Уолл-стрит или на небеса вместе с БРИКС?",,,,"Роберт Барвик - В ад с Лондоном и Уолл-стрит или на небеса вместе с БРИКС?",0,"[{""speaker_raw"":""Роберт Барвик, Совет граждан-избирателей, Австралия"",""person_key"":""po-ep-ap"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
YJd7pMp6NiA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,3,talk,,,"Jacques Cheminade - L'identité de l'Europe : l'avantage d'autrui dans le nouveau paradigme",jacques-cheminade-l-identite-de-l-europe,,,"l'avantage d'autrui dans le nouveau paradigme",0,,,per-talk-video,0,1,"single speaker, whole video",,
-Zif_2QV3kU,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Jacques Cheminade – Europas Identität: Der Vorteil des Anderen im Neuen Paradigma",,,,"Jacques Cheminade – Europas Identität: Der Vorteil des Anderen im Neuen Paradigma",0,"[{""speaker_raw"":""Rede von Jacques Cheminade, Präsident von Solidarité et Progrès, Paris, Frankreich."",""person_key"":""rede-von-jacques-cheminade"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
kTowDECAy5g,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Prof. Enzo Siviero – Der Brückenschlag über das Mittelmeer",,,,"Prof. Enzo Siviero – Der Brückenschlag über das Mittelmeer",0,,,none,0,1,"no marks, no agenda",,
_lxrZNo2Tsw,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Проф. Эндзо Сивьеро - Перекрыть Средиземное море мостами",,,,"Проф. Эндзо Сивьеро - Перекрыть Средиземное море мостами",0,"[{""speaker_raw"":""Проф. Эндзо Сивьеро, член Итальянского национального совета университетов, Венеция, Италия"",""person_key"":""po-o-c-epo"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
0ETPPbYqdjs,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Professeur Enzo Siviero – Bâtir des ponts en méditerranée",,,,"Professeur Enzo Siviero – Bâtir des ponts en méditerranée",0,"[{""speaker_raw"":""Professeur Enzo Siviero, Membre du Conseil National Italien des Universités, Venise, Italie"",""person_key"":""professeur-enzo-siviero"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
buRk0Embw9M,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Col. Alain Corvez (cr) – Les intérêts communs de sécurité en Eurasie",,,,"Col. Alain Corvez (cr) – Les intérêts communs de sécurité en Eurasie",0,,,none,0,1,"no marks, no agenda",,
xXk_Z4DATV0,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Полковник в отставке Ален Корвез - Общие интересы безопасности в Евразии",,,,"Полковник в отставке Ален Корвез - Общие интересы безопасности в Евразии",0,,,none,0,1,"no marks, no agenda",,
Qj-1K4sn1xs,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Alain Corvez, Oberst a.D. – Eine Welt ohne Gewalt und Extremismus",,,,"Alain Corvez, Oberst a.D. – Eine Welt ohne Gewalt und Extremismus",0,"[{""speaker_raw"":""Von Alain Corvez, Oberst a.D., ehemaliger Berader des Kommandierenden Generals von UNIFIL, Paris, Frankreich"",""person_key"":""von-alain-corvez"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
NgjGr7zyXik,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Prof. Dr. Wangsuo Wu – Future Perspectives of Nuclear Power in the New Era of the Silk Road",,,,"Prof. Dr. Wangsuo Wu – Future Perspectives of Nuclear Power in the New Era of the Silk Road",0,,,none,0,1,"no marks, no agenda",,
iIOrTS4W2T4,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Prof. Dr. Wangsuo Wu – Les perspectives d’avenir qu’offre l’énergie nucléaire ...",,,,"Prof. Dr. Wangsuo Wu – Les perspectives d’avenir qu’offre l’énergie nucléaire ...",0,,,none,0,1,"no marks, no agenda",,
skaebsuAUvA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Prof. Dr. Wangsuo Wu – Zukunftsperspektiven der Kernkraft in der Neuen Ära der Seidenstraße",,,,"Prof. Dr. Wangsuo Wu – Zukunftsperspektiven der Kernkraft in der Neuen Ära der Seidenstraße",0,,,none,0,1,"no marks, no agenda",,
bOq8L-BvJ2g,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Проф. д-р У Вансо - Перспективы ядерной энергетики в новой эре Шёлкового пути",,,,"Проф. д-р У Вансо - Перспективы ядерной энергетики в новой эре Шёлкового пути",0,"[{""speaker_raw"":""Проф. д-р У Вансо, декан факультета ядерной науки и техники, Университет Ланьчжоу, Китай"",""person_key"":""po-p-ba-co"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
-oH7eqxPLJk,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Рей Макговерн - Сколько ещё будут “суверенные республики” Европы плясать под дудку Вашингтона?",,,,"Рей Макговерн - Сколько ещё будут “суверенные республики” Европы плясать под дудку Вашингтона?",0,"[{""speaker_raw"":""Рей Макговерн, организация \""Ветераны-профессионалы разведки за здравый смысл\"", США"",""person_key"":""pe-ma-o-ep"",""affiliation"":"""",""country"":"""",""talk_title"":""Ветераны-профессионалы разведки за здравый смысл""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
5f-BkejQuuQ,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Ray McGovern – Combien de temps l'Europe va t-elle danser au diapason de Washington?",,,,"Ray McGovern – Combien de temps l'Europe va t-elle danser au diapason de Washington?",0,,,none,0,1,"no marks, no agenda",,
t1lIzv3TErQ,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Панос Камменос - Греция и экономический пояс вдоль Шёлкового пути",,,,"Панос Камменос - Греция и экономический пояс вдоль Шёлкового пути",0,"[{""speaker_raw"":""Панос Камменос, председатель Партии независимых греков, член парламента Греции, Афины, Греция"",""person_key"":""a-oc-ka-e-oc"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
wsUVx7yIW-w,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Panos Kammenos – La Grèce et la ceinture économique de la Route de la Soie",,,,"Panos Kammenos – La Grèce et la ceinture économique de la Route de la Soie",0,"[{""speaker_raw"":""Panos Kammenos, Président des Grecques Indépendants, Membre du Parlement hellénique, Athènes, Grèce-- Discours prononcé à l'occasion du 30e anniversaire de l'Institut Schiller."",""person_key"":""panos-kammenos"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
y477Uj8Y5bk,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Panos Kammenos – Griechenland und der Wirtschaftsgürtel der Seidenstraße",,,,"Panos Kammenos – Griechenland und der Wirtschaftsgürtel der Seidenstraße",0,"[{""speaker_raw"":""Von Panos Kammenos , Vorsitzender der Partei Unabhängige Griechen, Mitglied des Hellenischen Parlaments, Athen, Griechenland"",""person_key"":""von-panos-kammenos"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
t4LVIpkTjT8,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Проф. д-р Дитер Амелинг - Роль стали под углом зрения Нового шёлкового пути",,,,"Проф. д-р Дитер Амелинг - Роль стали под углом зрения Нового шёлкового пути",0,"[{""speaker_raw"":""Проф. д-р Дитер Амелинг,президент Германской федерации производителей стали (до 2008 г.), Эссен, Германия"",""person_key"":""po-p-ep-a-e"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
A7j7L1Veank,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Professeur Dr. Dieter Ameling – Le rôle de l’acier dans la Nouvelle Route de la Soie",,,,"Professeur Dr. Dieter Ameling – Le rôle de l’acier dans la Nouvelle Route de la Soie",0,"[{""speaker_raw"":""Professeur Dr. Dieter Ameling, Président de la fédération allemande de l'acier (jusqu'en 2008), Essen, Allemagne"",""person_key"":""professeur-dr-dieter-ameling"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
ZAFCDBLR0Ug,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Хелга Цепп-ЛаРуш",,,,"Хелга Цепп-ЛаРуш",0,,,none,0,1,"no marks, no agenda",,
ftjEvunXgCc,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Zepp-LaRouche – Wachsen wir hinein in das Erwachsenenalter der Menschheit !",,,,"Zepp-LaRouche – Wachsen wir hinein in das Erwachsenenalter der Menschheit !",0,,,none,0,1,"no marks, no agenda",,
UOOUuqcoKHA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Антонино Галлони",,,,"Антонино Галлони",0,,,none,0,1,"no marks, no agenda",,
kwvGGZc8Znw,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Antonino Galloni – Enrico Mattei, ein Modell bis heute ?",,,,"Antonino Galloni – Enrico Mattei, ein Modell bis heute ?",0,"[{""speaker_raw"":""Antonino Galloni – Enrico Mattei, eine Singularität oder ein Modell bis heute ?"",""person_key"":""antonino-galloni-enrico-mattei"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
pUv1K5Alkzc,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Дёжэн Сенни",,,,"Дёжэн Сенни",0,,,none,0,1,"no marks, no agenda",,
RCRt0OR0fwo,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Diogène Senny – BRICS und Panafrikanismus",,,,"Diogène Senny – BRICS und Panafrikanismus",0,,,none,0,1,"no marks, no agenda",,
qlnY_51tPz8,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Жак Шеминад – Идентичность Европы",,,,"Жак Шеминад – Идентичность Европы",0,,,none,0,1,"no marks, no agenda",,
55ekHYwaiAg,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Пэй Уа & Чен Бо",,,,"Пэй Уа & Чен Бо",0,,,none,0,1,"no marks, no agenda",,
UBbzcVoDhzk,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Pei Hua & Chen Bo – Die Seidenstraße als eine Brücke der Freundschaft",,,,"Pei Hua & Chen Bo – Die Seidenstraße als eine Brücke der Freundschaft",0,,,none,0,1,"no marks, no agenda",,
Tp0XUrab1Ys,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Jason Ross - Extraire l’hélium 3 sur la Lune pour une économie de la fusion",,,,"Jason Ross - Extraire l’hélium 3 sur la Lune pour une économie de la fusion",0,"[{""speaker_raw"":""Jason Ross, de l'équipe scientifique de LaRouche, Washington DC, États-Unis"",""person_key"":""jason-ross"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
QL2EIvZ1GC8,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Jason Ross - Helium-3 vom Mond für die fusionsbasierte Ökonomie auf der Erde",,,,"Jason Ross - Helium-3 vom Mond für die fusionsbasierte Ökonomie auf der Erde",0,"[{""speaker_raw"":""Von Jason Ross, Basement-Wissenschaftsteam des LaRouche-Aktionskomitees, Washington DC, USA"",""person_key"":""von-jason-ross"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
LYDqmYG-HXE,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Dr. Wolfgang Lillge: Fighting Diseases and Pandemics Through a Policy of Global Development",,,,"Dr. Wolfgang Lillge: Fighting Diseases and Pandemics Through a Policy of Global Development",0,"[{""speaker_raw"":""of Global Development"",""person_key"":""of-global-development"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Dr. Wolfgang Lillge, Editor-in-chief of the Fusion Magazine,"",""person_key"":""wolfgang-lillge"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
e5jhOd9rtr0,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Dr. Wolfgang Lillge - Combattre les maladies et pandémies par une politique de développement global",,,,"Dr. Wolfgang Lillge - Combattre les maladies et pandémies par une politique de développement global",0,"[{""speaker_raw"":""Dr. Wolfgang Lillge, Rédacteur en chef du magazine Fusion, Berlin, Allemagne"",""person_key"":""wolfgang-lillge"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
1AYHTLdN024,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,4,full_session,,,"Dr. med. Wolfgang Lillge - Seuchen und Pandemien mit einer globalen Entwicklungspolitik bekämpfen",,,,"Dr. med. Wolfgang Lillge - Seuchen und Pandemien mit einer globalen Entwicklungspolitik bekämpfen",0,,,none,0,1,"no marks, no agenda",,
UxcqWWMOojA,0,PLoHwt4KyUk5BFurDWz5mCHy8kU83q-dyN,2014-frankfurt-october-2014-30th,,5,full_session,,,"Д-р Вольфганг Лилльге - Борьба с заболеваниями и пандемиями путём политики глобального развития",,,,"Д-р Вольфганг Лилльге - Борьба с заболеваниями и пандемиями путём политики глобального развития",0,"[{""speaker_raw"":""Д-р Вольфганг Лилльге, главный редактор журнала \""Фузион\"", Берлин, Германия"",""person_key"":""p-bo-a-e"",""affiliation"":"""",""country"":"""",""talk_title"":""Фузион""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
f3yogDj9sD4,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,4,full_session,,,"LA Conference Opening",,,,"LA Conference Opening",0,,,none,0,1,"no marks, no agenda",,
SnOx02_iYHA,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,4,full_session,,,"Lyndon LaRouche Speaks to the Schiller Institute Conference",,,,"Lyndon LaRouche Speaks to the Schiller Institute Conference",0,,,none,0,1,"no marks, no agenda",,
XkYTOKPUcd8,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,4,full_session,,,"LA Conference:Presentation by Helga Zepp-LaRouche",,,,"LA Conference:Presentation by Helga Zepp-LaRouche",0,,,none,0,1,"no marks, no agenda",,
9Xvwg4RGYok,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,4,full_session,,,"Lyndon LaRouche and Helga Zepp-LaRouche Q&A",,,,"Lyndon LaRouche and Helga Zepp-LaRouche Q&A",0,,,none,0,1,"no marks, no agenda",,
SHx8p9sPU6k,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,3,talk,,,"Harley Schlanger: The Universal Fight of John F. Kennedy",harley-schlanger,,,"The Universal Fight of John F. Kennedy",0,,,per-talk-video,0,1,"single speaker, whole video",,
EVfmz4-Mfrc,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,5,full_session,,,"Phil Rubinstein · The Strategic Nature of Creativity",,,,"Phil Rubinstein · The Strategic Nature of Creativity",0,"[{""speaker_raw"":""Phil Rubenstein, a long time scientific collaborator of American Statesman and economist Lyndon LaRouche, delivers a strategic briefing on what it means to be a human being today."",""person_key"":""phil-rubenstein"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
ivQ_iiLltJo,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,3,talk,,,"Butch Valdes: Pacific Contribution from the Philippines",butch-valdes,,,"Pacific Contribution from the Philippines",0,,,per-talk-video,0,1,"single speaker, whole video",,
OZsDFNsnAc8,0,PLoHwt4KyUk5DHRySGYxUgYPDBeSf4zhd0,2013-angeles-november-2013-second,,4,full_session,,,"Megan Beets · Biogeochemical Effect of Culture",,,,"Megan Beets · Biogeochemical Effect of Culture",0,,,none,0,1,"no marks, no agenda",,
