legacy_id,tier,language,trid,date,slug,title,legacy_url,current_rule,current_type,yt_embeds,yt_embed_ids,yt_links,panel_headings,agenda_headings,speaker_lines,title_event,event_markers,conference_key,conf_source,conf_match_note,seg_covered,words,evidence,action_needed,needs_review,proposed_action,final_action,reviewer,notes
82873,D,en,155953,2021-12-08,webcast-after-biden-putin-talk-we-are-still-sitting-on-a-powder-keg,"Webcast: After Biden-Putin Talk, We Are Still Sitting on a Powder Keg",/blog/2021/12/08/webcast-after-biden-putin-talk-we-are-still-sitting-on-a-powder-keg/,R9,si_video,1,TEmwBPBBua4,0,,,0,1,,,,,0/1,192,event title with weak body evidence,0,1,,,,
82897,D,de,155953,2021-12-08,webcast-ukraine-ueberschreitet-die-nato-rote-linien,Webcast: Ukraine: überschreitet die NATO rote Linien?,/blog/2021/12/08/webcast-ukraine-ueberschreitet-die-nato-rote-linien/,R3,si_video,1,vNxvD7akhzY,0,,,0,1,,,,,0/1,191,event title with weak body evidence,0,1,,,,
82904,D,en,155960,2021-12-10,summit-of-hypocrisy-is-a-cover-for-global-dictatorship,"""Summit of Hypocrisy"" Is a Cover for Global Dictatorship",/blog/2021/12/10/summit-of-hypocrisy-is-a-cover-for-global-dictatorship/,R3,si_video,1,rmeN5WI3HiU,0,,,0,1,,,,,0/1,82,event title with weak body evidence,0,1,,,,
83038,D,de,155989,2021-12-17,helga-zepp-larouche-bei-cgtn-veranstaltung-party-building-and-the-new-generation,"Helga Zepp-LaRouche bei CGTN-Veranstaltung: ""Party building and the new generation""",/blog/2021/12/17/helga-zepp-larouche-bei-cgtn-veranstaltung-party-building-and-the-new-generation/,R5.1,si_coverage,1,xBJctjZsQlc,0,,,0,1,,,,,0/1,300,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 83023 — decide the whole group
83167,D,en,156013,2021-12-22,webcast-the-brinksmanship-of-the-trans-atlantic-cannot-be-tolerated,Webcast: The Brinksmanship of the Trans-Atlantic Cannot Be Tolerated,/blog/2021/12/22/webcast-the-brinksmanship-of-the-trans-atlantic-cannot-be-tolerated/,R9,si_video,1,B8vsnb9pIWQ,0,,,0,1,,,,,0/1,269,event title with weak body evidence,0,1,,,,
83176,D,de,156013,2021-12-22,webcast-bahnt-sich-eine-neue-kubakrise-in-der-ukraine-an,Webcast: Bahnt sich eine neue Kubakrise in der Ukraine an?,/blog/2021/12/22/webcast-bahnt-sich-eine-neue-kubakrise-in-der-ukraine-an/,R3,si_video,1,QTOuaYAOmLk,0,,,0,1,,,,,0/1,271,event title with weak body evidence,0,1,,,,
83393,D,en,156052,2021-12-31,webcast-for-the-sake-of-humanity-lets-make-2022-the-year-of-larouche,"Webcast - FOR THE SAKE OF HUMANITY, LET'S MAKE 2022 THE YEAR OF LAROUCHE",/blog/2021/12/31/webcast-for-the-sake-of-humanity-lets-make-2022-the-year-of-larouche/,R3,si_video,1,k19xoI2ubDc,0,,,0,1,,,,,0/1,212,event title with weak body evidence,0,1,,,,
83421,D,de,156052,2021-12-31,webcast-um-der-menschheit-willen-lasst-uns-2022-zum-larouche-jahr-machen,Webcast - Um der Menschheit willen: Machen wir 2022 zum LaRouche-Jahr!,/blog/2021/12/31/webcast-um-der-menschheit-willen-lasst-uns-2022-zum-larouche-jahr-machen/,R3,si_video,1,qT2iY26tsnI,0,,,0,1,,,,,0/1,202,event title with weak body evidence,0,1,,,,
83618,D,en,156088,2022-01-06,webcast-is-a-color-revolution-in-kazakhstan-designed-to-disrupt-u-s-russian-strategic-dialogue,Webcast: Is a Color Revolution in Kazakhstan Designed to Disrupt U.S.-Russian Strategic Dialogue?,/blog/2022/01/06/webcast-is-a-color-revolution-in-kazakhstan-designed-to-disrupt-u-s-russian-strategic-dialogue/,R9,si_video,1,h5pEsa8SUko,0,,,0,1,,,,,0/1,220,event title with weak body evidence,0,1,,,,
83642,D,de,156088,2022-01-06,webcast-soll-eine-farbrevolution-in-kasachstan-den-strategischen-dialog-zwischen-den-usa-und-russland-durchkreuzen,Webcast - Soll eine Farbrevolution in Kasachstan den strategischen Dialog zwischen den USA und Rußland durchkreuzen?,/blog/2022/01/06/webcast-soll-eine-farbrevolution-in-kasachstan-den-strategischen-dialog-zwischen-den-usa-und-russland-durchkreuzen/,R3,si_video,1,8NIX3mSrhz4,0,,,0,1,,,,,0/1,220,event title with weak body evidence,0,1,,,,
83872,D,de,156125,2022-01-13,internationales-seminar-zur-beendigung-des-mordes-in-afghanistan-17-januar-2022,"Internationales Seminar: Beendet das Morden in Afghanistan, 17. Januar 2022",/blog/2022/01/13/internationales-seminar-zur-beendigung-des-mordes-in-afghanistan-17-januar-2022/,R9,post,1,a81aY10Yvag,0,,,0,1,,,,,0/1,565,event title with weak body evidence,1,1,,,,
83924,D,en,156133,2022-01-13,webcast-replace-nato-with-a-security-architecture-based-on-the-westphalian-principle,Webcast: Replace NATO with a Security Architecture Based on the Westphalian Principle,/blog/2022/01/13/webcast-replace-nato-with-a-security-architecture-based-on-the-westphalian-principle/,R9,si_video,1,BfVCwge7Nr4,0,,,0,1,,,,,0/1,316,event title with weak body evidence,0,1,,,,
83959,D,de,156133,2022-01-14,webcast-nato-durch-neue-sicherheitsarchitektur-ersetzen,Webcast - NATO ersetzen mit einer Sicherheitsarchitektur auf Basis des Westfälischen Friedens,/blog/2022/01/14/webcast-nato-durch-neue-sicherheitsarchitektur-ersetzen/,R3,si_video,1,bvGknjzkc7A,0,,,0,1,,,,,0/1,290,event title with weak body evidence,0,1,,,,
84199,D,en,156176,2022-01-20,webcast-we-have-reached-a-crucial-moment-time-is-running-out,"Webcast: We Have Reached a Crucial Moment, ""Time Is Running Out""",/blog/2022/01/20/webcast-we-have-reached-a-crucial-moment-time-is-running-out/,R3,si_video,1,kdR85_Aco7k,0,,,0,1,,,,,0/1,226,event title with weak body evidence,0,1,,,,
84214,D,de,156176,2022-01-21,webcast-wir-haben-einen-entscheidenden-moment-erreicht-die-zeit-ist-bald-abgelaufen,Webcast - Wir haben einen entscheidenden Moment erreicht: „Die Zeit ist bald abgelaufen“,/blog/2022/01/21/webcast-wir-haben-einen-entscheidenden-moment-erreicht-die-zeit-ist-bald-abgelaufen/,R3,si_video,1,ASV2WH8fV-k,0,,,0,1,,,,,0/1,223,event title with weak body evidence,0,1,,,,
84370,D,en,156214,2022-01-28,webcast-war-danger-still-exists-a-new-paradigm-is-in-the-common-interest-of-all-mankind,Webcast: War Danger Still Exists — A New Paradigm is in the Common Interest of All Mankind,/blog/2022/01/28/webcast-war-danger-still-exists-a-new-paradigm-is-in-the-common-interest-of-all-mankind/,R3,si_video,1,0CffI_PjGOk,0,,,0,1,,,,,0/1,223,event title with weak body evidence,0,1,,,,
84396,D,de,156214,2022-01-29,webcast-die-kriegsgefahr-besteht-weiter-ein-neues-paradigma-ist-im-gemeinsamen-interesse-der-menschheit,Webcast - Die Kriegsgefahr besteht weiter - Ein Neues Paradigma ist im gemeinsamen Interesse der Menschheit,/blog/2022/01/29/webcast-die-kriegsgefahr-besteht-weiter-ein-neues-paradigma-ist-im-gemeinsamen-interesse-der-menschheit/,R3,si_video,1,gUm6WRy-Qa4,0,,,0,1,,,,,0/1,220,event title with weak body evidence,0,1,,,,
84586,D,en,156261,2022-02-10,seminar-the-humanitarian-crisis-in-afghanistan-toward-a-long-term-solution,Seminar: The Humanitarian Crisis in Afghanistan — Toward a Long-term Solution,/blog/2022/02/10/seminar-the-humanitarian-crisis-in-afghanistan-toward-a-long-term-solution/,R9,post,1,SVPgsarANgM,0,,,0,1,cet|est,,,,0/1,184,event title with weak body evidence,1,1,,,,same-trid sibling(s) not flagged: 84610 — decide the whole group
84888,D,en,156307,2022-02-11,webcast-the-post-cold-war-order-has-been-shaken-for-the-good-by-the-putin-xi-summit,Webcast: The Post-Cold War Order Has Been Shaken — for the Good — by the Putin-Xi Summit,/blog/2022/02/11/webcast-the-post-cold-war-order-has-been-shaken-for-the-good-by-the-putin-xi-summit/,R9,si_video,1,1o9lup6K4V8,0,,,0,1,,,,,0/1,224,event title with weak body evidence,0,1,,,,
84919,D,de,156315,2022-02-11,webcast-mit-helga-zepp-larouche-2,Webcast mit Helga Zepp-LaRouche: Rußland und China läuten neue Ära der Zusammenarbeit ein,/blog/2022/02/11/webcast-mit-helga-zepp-larouche-2/,R3,si_video,1,UnfQiHf4Itg,0,,,0,1,,,,,0/1,232,event title with weak body evidence,0,1,,,,
85033,D,en,156345,2022-02-16,historical-truth-emerging-trans-atlantic-war-propaganda-machine-takes-a-hit,"Webcast - Historical Truth Emerging, Trans-Atlantic war Propaganda Machine Takes a Hit",/blog/2022/02/16/historical-truth-emerging-trans-atlantic-war-propaganda-machine-takes-a-hit/,R9,si_video,1,ZdBR7j-foVE,0,,,0,1,,,,,0/1,261,event title with weak body evidence,0,1,,,,
85082,D,de,156345,2022-02-17,webcast-finanzkrach-treibende-dynamik-hinter-der-kriegsgefahr,Webcast - Finanzkrach treibende Dynamik hinter der Kriegsgefahr,/blog/2022/02/17/webcast-finanzkrach-treibende-dynamik-hinter-der-kriegsgefahr/,R3,si_video,1,uFzm_jipE2M,0,,,0,1,,,,,0/1,265,event title with weak body evidence,0,1,,,,
85624,D,en,156451,2022-03-10,we-must-put-an-end-to-the-u-s-nato-suicidal-pact-of-self-destruction,Webcast: We Must Put an End to the U.S./NATO Suicidal Pact of Self-Destruction,/blog/2022/03/10/we-must-put-an-end-to-the-u-s-nato-suicidal-pact-of-self-destruction/,R9,si_video,1,crSoXAqEiy4,0,,,0,1,,,,,0/1,176,event title with weak body evidence,0,1,,,,
85627,D,de,156451,2022-03-11,webcast-wir-muessen-den-pakt-der-selbstzerstoerung-beenden,Webcast - „Wir müssen den Pakt der Selbstzerstörung beenden“,/blog/2022/03/11/webcast-wir-muessen-den-pakt-der-selbstzerstoerung-beenden/,R3,si_video,1,CHLzZ6HjJ14,0,,,0,1,,,,,0/1,162,event title with weak body evidence,0,1,,,,
85786,D,en,156485,2022-03-14,in-support-of-an-international-peace-conference-alessia-ruggeri,Video: In Support of an International Peace Conference — Alessia Ruggeri,/blog/2022/03/14/in-support-of-an-international-peace-conference-alessia-ruggeri/,R9,si_video,1,fn_2aABOhjE,0,,,0,1,,,,,0/1,83,event title with weak body evidence,0,1,,,,
86126,D,en,156533,2022-03-24,webcast-as-biden-does-europe-the-question-is-what-is-going-on-in-their-minds,"Webcast: As Biden Does Europe, the Question is, ""What is Going On In Their Minds?""",/blog/2022/03/24/webcast-as-biden-does-europe-the-question-is-what-is-going-on-in-their-minds/,R9,si_video,1,T7HYZN7ERJQ,0,,,0,1,,,,,0/1,230,event title with weak body evidence,0,1,,,,
86178,D,de,156533,2022-03-25,webcast-die-grossartigen-strategen-der-nato-denken-nicht-klar,Webcast: Die „großartigen“ Strategen der NATO denken nicht klar,/blog/2022/03/25/webcast-die-grossartigen-strategen-der-nato-denken-nicht-klar/,R3,si_video,1,-Ucp618Xd6s,0,,,0,1,,,,,0/1,216,event title with weak body evidence,0,1,,,,
86553,D,en,156605,2022-04-02,webcast-global-realignment-underway-opens-possibility-to-break-forever-from-geopolitical-games,"Webcast: Global Realignment Underway, Opens Possibility to Break Forever from Geopolitical Games",/blog/2022/04/02/webcast-global-realignment-underway-opens-possibility-to-break-forever-from-geopolitical-games/,R9,si_video,1,gSz9fECB6cc,0,,,0,1,,,,,0/1,206,event title with weak body evidence,0,1,,,,
86556,D,de,156605,2022-04-02,webcast-sanktionen-gegen-russland-befoerdern-neues-finanzsystem,Webcast - Sanktionen gegen Rußland befördern neues Finanzsystem,/blog/2022/04/02/webcast-sanktionen-gegen-russland-befoerdern-neues-finanzsystem/,R3,si_video,1,PCvMJvOgP7g,0,,,0,1,,,,,0/1,218,event title with weak body evidence,0,1,,,,
86959,D,en,156665,2022-04-20,webcast-major-developments-will-occur-before-the-end-of-this-year,Webcast: Major Developments Will Occur Before the End of this Year!,/blog/2022/04/20/webcast-major-developments-will-occur-before-the-end-of-this-year/,R9,si_video,1,wtNC_sk8p6w,0,,,0,1,,,,,0/1,213,event title with weak body evidence,0,1,,,,
86961,D,de,156665,2022-04-21,ein-positiver-ausweg-aus-dem-krieg-in-der-ukraine,Webcast - Ein positiver Ausweg aus dem Krieg in der Ukraine,/blog/2022/04/21/ein-positiver-ausweg-aus-dem-krieg-in-der-ukraine/,R3,si_video,1,cNkgLnD14qA,0,,,0,1,,,,,0/1,247,event title with weak body evidence,0,1,,,,
87314,D,en,156761,2022-05-01,webcast-ignoring-crossing-of-red-lines-is-a-sign-of-insanity,Webcast: Ignoring Crossing of Red Lines is a Sign of Insanity,/blog/2022/05/01/webcast-ignoring-crossing-of-red-lines-is-a-sign-of-insanity/,R3,si_video,1,AV9Qhha013A,0,,,0,1,,,,,0/1,271,event title with weak body evidence,0,1,,,,
87345,D,de,156761,2022-05-01,webcast-deutschland-darf-sich-nicht-in-den-nuklearkrieg-mit-russland-ziehen-lassen,Webcast: Deutschland darf sich nicht in den Nuklearkrieg mit Rußland ziehen lassen!,/blog/2022/05/01/webcast-deutschland-darf-sich-nicht-in-den-nuklearkrieg-mit-russland-ziehen-lassen/,R3,si_video,1,kfzkcBgUKZQ,0,,,0,1,,,,,0/1,272,event title with weak body evidence,0,1,,,,
87659,D,de,156833,2022-05-17,konferenz-amerikanische-und-europaeische-militaer-und-sicherheitsexperten-warnen-irrsinn-der-politiker-droht-einen-atomkrieg-auszuloesen,Konferenz - Amerikanische und europäische Militär- und Sicherheitsexperten warnen: Irrsinn der Politiker droht einen Atomkrieg auszulösen,/blog/2022/05/17/konferenz-amerikanische-und-europaeische-militaer-und-sicherheitsexperten-warnen-irrsinn-der-politiker-droht-einen-atomkrieg-auszuloesen/,R9,post,1,8Dt9D_D_U4U,7,,,0,1,livestream,,,,0/1,1434,event title with weak body evidence,1,1,,,,
87798,D,en,156849,2022-05-19,webcast-this-is-the-most-dangerous-moment-in-human-history,"Webcast: This is ""The Most Dangerous Moment"" in Human History",/blog/2022/05/19/webcast-this-is-the-most-dangerous-moment-in-human-history/,R9,si_video,1,-o_X2WV4iJs,0,,,0,1,,,,,0/1,214,event title with weak body evidence,0,1,,,,
87821,D,de,156856,2022-05-22,webcast-britische-denkfabrik-will-kubakrise-hoch-10,Webcast - Britische Denkfabrik will Kubakrise hoch 10,/blog/2022/05/22/webcast-britische-denkfabrik-will-kubakrise-hoch-10/,R3,si_video,1,Yc2LutGZOT4,0,,,0,1,,,,,0/1,287,event title with weak body evidence,0,1,,,,
87866,D,en,156863,2022-05-24,87866,"Conference: We Need a New Security And  Development Architecture for All Nations,  Not a Strengthening of Geopolitical Blocs",/blog/2022/05/24/87866/,R9,post,1,G5Xkq-xfFgQ,0,,,0,1,,,,,0/1,271,event title with weak body evidence,1,1,,,,
87891,D,en,156867,2022-05-25,conference-us-and-european-military-and-security-experts-warn-the-insanity-of-politicians-threatens-nuclear-war,Conference: US and European Military and Security Experts Warn: The Insanity of Politicians Threatens Nuclear War,/blog/2022/05/25/conference-us-and-european-military-and-security-experts-warn-the-insanity-of-politicians-threatens-nuclear-war/,R9,post,1,8Dt9D_D_U4U,0,,,0,1,invitation to,,,,0/1,1099,event title with weak body evidence,1,1,,,,
88243,D,en,156927,2022-06-08,webcast-can-we-get-the-u-s-to-cooperate-to-set-up-a-new-global-credit-system,Webcast: Can We Get the U.S. to Cooperate to Set Up a New Global Credit System?,/blog/2022/06/08/webcast-can-we-get-the-u-s-to-cooperate-to-set-up-a-new-global-credit-system/,R9,si_video,1,q17jGFEBN00,0,,,0,1,,,,,0/1,269,event title with weak body evidence,0,1,,,,
88245,D,de,156927,2022-06-08,webcast-nicht-jeder-der-frieden-will-ist-ein-putin-agent,"Webcast - Nicht jeder, der Frieden will, ist ein Putin-Agent",/blog/2022/06/08/webcast-nicht-jeder-der-frieden-will-ist-ein-putin-agent/,R3,si_video,1,EBcl75fgS5I,0,,,0,1,,,,,0/1,268,event title with weak body evidence,0,1,,,,
88255,D,de,156929,2022-06-08,videoeinladung-zur-konferenz-des-schiller-instituts-am-18-und-19-juni-2022,Videoeinladung zur Konferenz des Schiller-Instituts am 18. und 19. Juni 2022,/blog/2022/06/08/videoeinladung-zur-konferenz-des-schiller-instituts-am-18-und-19-juni-2022/,R9,si_video,1,jrUAg2UbjHI,0,,,0,1,,,,,0/1,28,event title with weak body evidence,0,1,,,,
88683,D,en,157000,2022-06-24,webcast-we-must-not-measure-wealth-by-money,Webcast: We Must Not Measure Wealth By Money,/blog/2022/06/24/webcast-we-must-not-measure-wealth-by-money/,R9,si_video,1,yBFC1enYvbU,0,,,0,1,,,,,0/1,235,event title with weak body evidence,0,1,,,,
88698,D,de,157000,2022-06-24,webcast-hyperinflation-aufruf-fuer-ein-neues-bretton-woods-weltwirtschaftssystem,Webcast:  Hyperinflation: Aufruf für ein neues Bretton-Woods-Weltwirtschaftssystem,/blog/2022/06/24/webcast-hyperinflation-aufruf-fuer-ein-neues-bretton-woods-weltwirtschaftssystem/,R3,si_video,1,jjizQKkECMI,0,,,0,1,,,,,0/1,228,event title with weak body evidence,0,1,,,,
88904,D,en,157029,2022-06-30,webcast-zepp-larouche-lays-out-the-case-for-the-new-bretton-woods,Webcast: Zepp-LaRouche Lays Out the Case for the New Bretton Woods,/blog/2022/06/30/webcast-zepp-larouche-lays-out-the-case-for-the-new-bretton-woods/,R9,si_video,1,CZOSIONYBZQ,0,,,0,1,,,,,0/1,259,event title with weak body evidence,0,1,,,,
88906,D,de,157029,2022-06-30,webcast-die-ursachen-der-weltkriegsgefahr-beheben,Webcast -  Die Ursachen der Weltkriegsgefahr beheben,/blog/2022/06/30/webcast-die-ursachen-der-weltkriegsgefahr-beheben/,R3,si_video,1,qymCfhJQKRE,0,,,0,1,,,,,0/1,246,event title with weak body evidence,0,1,,,,
90179,D,en,157231,2022-08-11,webcast-we-cannot-accept-limits-to-free-speech,"Webcast: ""We Cannot Accept Limits to Free Speech""",/blog/2022/08/11/webcast-we-cannot-accept-limits-to-free-speech/,R9,si_video,1,2uHRYHtIRaY,0,,,0,1,,,,,0/1,189,event title with weak body evidence,0,1,,,,
90185,D,de,157231,2022-08-11,wir-brauchen-eine-debatte-ueber-deutschlands-wahre-interessen,Webcast: Wir brauchen eine Debatte über Deutschlands wahre Interessen,/blog/2022/08/11/wir-brauchen-eine-debatte-ueber-deutschlands-wahre-interessen/,R3,si_video,1,T1Yw28LBHw0,0,,,0,1,,,,,0/1,179,event title with weak body evidence,0,1,,,,
90562,D,en,157275,2022-08-18,webcast-you-cannot-gag-an-entire-population,"Webcast: ""You Cannot Gag an Entire Population""",/blog/2022/08/18/webcast-you-cannot-gag-an-entire-population/,R9,si_video,1,FKVX_5nO_kg,0,,,0,1,,,,,0/1,164,event title with weak body evidence,0,1,,,,
90582,D,de,157275,2022-08-18,webcast-forderung-nach-diplomatie-ist-keine-russische-propaganda,"Webcast: Forderung nach Diplomatie ist keine „russische Propaganda""",/blog/2022/08/18/webcast-forderung-nach-diplomatie-ist-keine-russische-propaganda/,R3,si_video,1,iS5Oo3RsP-I,0,,,0,1,,,,,0/1,173,event title with weak body evidence,0,1,,,,
90585,D,de,157255,2022-08-19,live-veranstaltung-hommage-an-den-75-jahrestag-der-indischen-unabhaengigkeit,Live-Veranstaltung: Hommage an den 75. Jahrestag der indischen Unabhängigkeit,/blog/2022/08/19/live-veranstaltung-hommage-an-den-75-jahrestag-der-indischen-unabhaengigkeit/,R9,si_video,1,ZgqpP2-Un_k,0,,,0,1,,,,,0/1,546,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 90388 — decide the whole group
91087,D,en,157353,2022-09-07,press-conference-shut-down-the-ukrainian-hit-list-targeting-americans-and-international-voices-of-opposition,Press conference: Shut Down the Ukrainian Hit List Targeting Americans and International Voices of Opposition,/blog/2022/09/07/press-conference-shut-down-the-ukrainian-hit-list-targeting-americans-and-international-voices-of-opposition/,R9,si_video,1,RO9oD5uw0yg,0,,,0,1,edt,,,,0/1,404,event title with weak body evidence,0,1,,,,
91496,D,en,157407,2022-09-23,why-is-ukraines-center-for-countering-disinformation-attacking-our-conference-speakers,Why is Ukraine's Center for Countering Disinformation Attacking Our Conference Speakers?,/blog/2022/09/23/why-is-ukraines-center-for-countering-disinformation-attacking-our-conference-speakers/,R9,post,1,3f0LjoYMvcU,0,,,0,1,,,,,0/1,27,event title with weak body evidence,1,1,,,,
91951,D,de,157456,2022-10-04,live-veranstaltung-am-6-oktober-wir-lassen-uns-nicht-zum-schweigen-bringen-die-wahrheit-in-zeiten-des-krieges-aussprechen,Live-Veranstaltung am 6. Oktober: Wir lassen uns nicht zum Schweigen bringen! Die Wahrheit in Zeiten des Krieges aussprechen,/blog/2022/10/04/live-veranstaltung-am-6-oktober-wir-lassen-uns-nicht-zum-schweigen-bringen-die-wahrheit-in-zeiten-des-krieges-aussprechen/,R9,si_video,1,nV7THiwgrX8,0,,,0,1,,,,,0/1,242,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 91925 — decide the whole group
92217,D,de,157501,2022-10-17,internationale-schiller-institut-konferenz-27-oktober-fuer-den-weltfrieden-stoppt-die-atomkriegsgefahr,"Internationale Schiller-Institut Konferenz, 27. Oktober: Für den Weltfrieden - Stoppt die Atomkriegsgefahr",/blog/2022/10/17/internationale-schiller-institut-konferenz-27-oktober-fuer-den-weltfrieden-stoppt-die-atomkriegsgefahr/,R9,post,1,EPzf4bpsrko,10,,,0,1,einladung,,,,0/1,1289,event title with weak body evidence,1,1,,,,
92521,D,en,157548,2022-11-03,press-conference-a-nuclear-war-cannot-be-won-and-must-never-be-fought,Press conference: “A Nuclear War Cannot be Won and Must Never Be Fought”,/blog/2022/11/03/press-conference-a-nuclear-war-cannot-be-won-and-must-never-be-fought/,R9,si_video,1,i54Xo81SFcI,0,,,0,1,edt,,,,0/1,392,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 92696 — decide the whole group
92642,D,en,157563,2022-11-06,webcast-our-task-is-to-build-a-worldwide-citizens-movement-for-peace-and-development,Webcast: Our Task is to Build a Worldwide Citizens Movement for Peace and Development,/blog/2022/11/06/webcast-our-task-is-to-build-a-worldwide-citizens-movement-for-peace-and-development/,R9,si_video,1,OmnpO0shKJA,1,,,0,1,,,,,0/1,240,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 92644 — decide the whole group
93008,D,en,157622,2022-11-17,webcast-world-war-iii-danger-over-fatal-missile-strike-in-poland-confirms-need-for-new-strategic-architecture,Webcast: World War III Danger Over Fatal Missile Strike in Poland Confirms Need for New Strategic Architecture,/blog/2022/11/17/webcast-world-war-iii-danger-over-fatal-missile-strike-in-poland-confirms-need-for-new-strategic-architecture/,R9,si_video,1,tC10Y36q3Bg,0,,,0,1,register for,,,,0/1,204,event title with weak body evidence,0,1,,,,
93021,D,de,157622,2022-11-18,webcast-medien-als-ausloeser-eines-dritten-weltkriegs,Webcast: Medien als Auslöser eines Dritten Weltkriegs?,/blog/2022/11/18/webcast-medien-als-ausloeser-eines-dritten-weltkriegs/,R3,si_video,1,XDwJxJe5iPk,0,,,0,1,,,,,0/1,209,event title with weak body evidence,0,1,,,,
93225,D,en,157655,2022-12-01,webcast-we-may-be-in-for-an-unwanted-surprise-before-the-end-of-the-year,Webcast: We May Be In For an Unwanted Surprise Before the End of the Year,/blog/2022/12/01/webcast-we-may-be-in-for-an-unwanted-surprise-before-the-end-of-the-year/,R9,si_video,1,cb0RTCPkTu4,0,,,0,1,,,,,0/1,240,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 93227 — decide the whole group
93432,D,en,157694,2022-12-09,webcast-the-arab-world-turns-to-the-east,Webcast: The Arab World Turns to the East!,/blog/2022/12/09/webcast-the-arab-world-turns-to-the-east/,R9,si_video,1,YfvZY000Zrw,0,,,0,1,,,,,0/1,157,event title with weak body evidence,0,1,,,,
93436,D,de,157694,2022-12-09,webcast-neue-seidenstrasse-weitet-sich-nach-saudi-arabien-aus,Webcast: Neue Seidenstraße weitet sich nach Saudi-Arabien aus,/blog/2022/12/09/webcast-neue-seidenstrasse-weitet-sich-nach-saudi-arabien-aus/,R3,si_video,1,57UJ0bONcL0,0,,,0,1,,,,,0/1,151,event title with weak body evidence,0,1,,,,
93593,D,de,157716,2022-12-15,eir-symposium-frieden-auf-erden-oder-der-untergang-der-menschheit-warum-verhandelt-werden-muss,EIR-Symposium: Frieden auf Erden oder der Untergang der Menschheit? Warum verhandelt werden muß!,/blog/2022/12/15/eir-symposium-frieden-auf-erden-oder-der-untergang-der-menschheit-warum-verhandelt-werden-muss/,R9,post,1,ZMbxVONsTGs,0,,,0,1,uhr mez,,,,0/1,417,event title with weak body evidence,1,1,,,,same-trid sibling(s) not flagged: 93570 — decide the whole group
93589,D,en,157718,2022-12-15,webcast-on-the-danger-of-nuclear-war-if-there-are-no-voices-speaking-out-it-may-soon-be-too-late,"Webcast: On the Danger of Nuclear War: If There Are No Voices Speaking Out, It May Soon Be Too Late!",/blog/2022/12/15/webcast-on-the-danger-of-nuclear-war-if-there-are-no-voices-speaking-out-it-may-soon-be-too-late/,R9,si_video,1,b47TN9Kskq8,0,,,0,1,,,,,0/1,196,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 93611 — decide the whole group
93875,D,en,157753,2022-12-22,webcast-reject-the-zelensky-hollywood-production-organize-support-for-peace-conference-proposed-by-pope-francis,"Webcast: Reject the Zelensky Hollywood Production, Organize Support for Peace Conference Proposed by Pope Francis",/blog/2022/12/22/webcast-reject-the-zelensky-hollywood-production-organize-support-for-peace-conference-proposed-by-pope-francis/,R9,si_video,1,CATGU1dQvPE,0,,,0,1,,,,,0/1,183,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 93879 — decide the whole group
94065,D,en,157772,2023-01-04,webcast-implication-of-minsk-lies-erosion-of-international-law-loss-of-trust,"Webcast: Implication of Minsk Lies—Erosion of International Law, Loss of Trust",/blog/2023/01/04/webcast-implication-of-minsk-lies-erosion-of-international-law-loss-of-trust/,R9,si_video,1,R01V9eifyaE,0,,,0,1,,,,,0/1,191,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 94067 — decide the whole group
94192,D,en,157788,2023-01-06,live-conference-what-about-international-law-mrs-merkel,"Live conference: What About International Law, Mrs. Merkel?",/blog/2023/01/06/live-conference-what-about-international-law-mrs-merkel/,R9,si_video,1,GoOsZOB0i2Q,0,,,0,1,,,,,0/1,239,event title with weak body evidence,0,1,,,,
94284,D,en,157797,2023-01-11,webcast-who-authorized-nato-and-the-eu-to-organize-a-world-war,Webcast: Who Authorized NATO and the EU to Organize a World War?,/blog/2023/01/11/webcast-who-authorized-nato-and-the-eu-to-organize-a-world-war/,R9,si_video,1,VfY5odWpofU,0,,,0,1,,,,,0/1,208,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 94286 — decide the whole group
94533,D,en,157838,2023-01-18,webcast-frenzied-global-nato-consolidation-is-a-threat-to-all-humanity,"Webcast: Frenzied ""Global NATO"" Consolidation is a Threat to All Humanity",/blog/2023/01/18/webcast-frenzied-global-nato-consolidation-is-a-threat-to-all-humanity/,R9,si_video,1,Szita-CsOhA,0,,,0,1,register for,,,,0/1,230,event title with weak body evidence,0,1,,,,same-trid sibling(s) not flagged: 94535 — decide the whole group
